lat0 37.792480, lon0 -122.397450
posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
-120.2389,-289.2315,24,5,5,24
-110.2389,-289.2315,24,5,5,24
-100.2389,-289.2315,7,5,5,7
-90.23887,-289.2315,7,5,5,7
-80.23886,-289.2315,8.5,5,5,8.5
-70.23886,-289.2315,8.5,5,5,8.5
-60.23886,-289.2315,12.5,5,5,12.5
-50.23886,-289.2315,12.5,5,5,12.5
-20.23886,-289.2315,20,5,5,20
-10.23886,-289.2315,20,5,5,20
49.76114,-289.2315,25.5,5,5,25.5
59.76114,-289.2315,25.5,5,5,25.5
69.76114,-289.2315,25.5,5,5,25.5
309.7611,-289.2315,14,5,5,14
319.7611,-289.2315,14,5,5,14
329.7611,-289.2315,14,5,5,14
339.7611,-289.2315,14,5,5,14
419.7611,-289.2315,1.5,5,5,1.5
429.7611,-289.2315,1.5,5,5,1.5
439.7611,-289.2315,1.5,5,5,1.5
449.7611,-289.2315,1.5,5,5,1.5
459.7611,-289.2315,1.5,5,5,1.5
469.7611,-289.2315,1.5,5,5,1.5
499.7611,-289.2315,33.5,5,5,33.5
509.7611,-289.2315,33.5,5,5,33.5
519.7611,-289.2315,33.5,5,5,33.5
529.7611,-289.2315,33.5,5,5,33.5
539.7611,-289.2315,33.5,5,5,33.5
549.7611,-289.2315,33.5,5,5,33.5
-240.2389,-279.2315,49.5,5,5,49.5
-230.2389,-279.2315,49.5,5,5,49.5
-210.2389,-279.2315,49.5,5,5,49.5
-200.2389,-279.2315,49.5,5,5,49.5
-150.2389,-279.2315,24,5,5,24
-140.2389,-279.2315,24,5,5,24
-130.2389,-279.2315,24,5,5,24
-120.2389,-279.2315,24,5,5,24
-110.2389,-279.2315,24,5,5,24
-100.2389,-279.2315,7,5,5,7
-90.23886,-279.2315,7,5,5,7
-80.23886,-279.2315,8.5,5,5,8.5
-70.23886,-279.2315,8.5,5,5,8.5
-60.23886,-279.2315,12.5,5,5,12.5
-50.23886,-279.2315,12.5,5,5,12.5
-20.23886,-279.2315,20,5,5,20
-10.23886,-279.2315,20,5,5,20
179.7611,-279.2315,45,5,5,45
189.7611,-279.2315,45,5,5,45
199.7611,-279.2315,45,5,5,45
209.7611,-279.2315,45,5,5,45
219.7611,-279.2315,45,5,5,45
269.7611,-279.2315,86.5,5,5,86.5
279.7611,-279.2315,86.5,5,5,86.5
289.7611,-279.2315,86.50001,5,5,86.50001
309.7611,-279.2315,14,5,5,14
319.7611,-279.2315,14,5,5,14
329.7611,-279.2315,14,5,5,14
339.7611,-279.2315,14,5,5,14
399.7611,-279.2315,1.5,5,5,1.5
409.7611,-279.2315,1.5,5,5,1.5
419.7611,-279.2315,1.5,5,5,1.5
449.7611,-279.2315,1.5,5,5,1.5
459.7611,-279.2315,1.5,5,5,1.5
469.7611,-279.2315,1.5,5,5,1.5
589.7611,-279.2315,6.5,5,5,6.5
599.7611,-279.2315,6.5,5,5,6.5
-210.2389,-269.2315,49.5,5,5,49.5
-200.2389,-269.2315,49.5,5,5,49.5
-190.2389,-269.2315,49.5,5,5,49.5
-150.2389,-269.2315,24,5,5,24
-140.2389,-269.2315,24,5,5,24
-130.2389,-269.2315,24,5,5,24
-120.2389,-269.2315,24,5,5,24
-110.2389,-269.2315,24,5,5,24
-100.2389,-269.2315,24,5,5,24
-90.23886,-269.2315,7,5,5,7
-80.23886,-269.2315,8.5,5,5,8.5
-70.23886,-269.2315,8.5,5,5,8.5
-60.23885,-269.2315,12.5,5,5,12.5
-50.23887,-269.2315,12.5,5,5,12.5
129.7611,-269.2315,22.5,5,5,22.5
139.7611,-269.2315,22.5,5,5,22.5
149.7611,-269.2315,22.5,5,5,22.5
189.7611,-269.2315,45,5,5,45
199.7611,-269.2315,45,5,5,45
209.7611,-269.2315,45,5,5,45
219.7611,-269.2315,45,5,5,45
269.7611,-269.2315,86.49999,5,5,86.49999
279.7611,-269.2315,86.5,5,5,86.5
289.7611,-269.2315,86.5,5,5,86.5
309.7611,-269.2315,14,5,5,14
319.7611,-269.2315,14,5,5,14
329.7611,-269.2315,14,5,5,14
339.7611,-269.2315,14,5,5,14
399.7611,-269.2315,1.5,5,5,1.5
409.7611,-269.2315,1.5,5,5,1.5
419.7611,-269.2315,1.5,5,5,1.5
449.7611,-269.2315,1.5,5,5,1.5
529.7611,-269.2315,6,5,5,6
599.7611,-269.2315,6.5,5,5,6.5
-210.2389,-259.2315,49.5,5,5,49.5
-200.2389,-259.2315,49.5,5,5,49.5
-190.2389,-259.2315,49.5,5,5,49.5
-150.2389,-259.2315,24,5,5,24
-140.2389,-259.2315,24,5,5,24
-130.2389,-259.2315,24,5,5,24
79.76114,-259.2315,30.5,5,5,30.5
129.7611,-259.2315,22.5,5,5,22.5
139.7611,-259.2315,22.5,5,5,22.5
149.7611,-259.2315,22.5,5,5,22.5
189.7611,-259.2315,45,5,5,45
199.7611,-259.2315,45,5,5,45
209.7611,-259.2315,45,5,5,45
219.7611,-259.2315,45,5,5,45
229.7611,-259.2315,45,5,5,45
259.7611,-259.2315,86.5,5,5,86.5
269.7611,-259.2315,86.5,5,5,86.5
279.7611,-259.2315,86.5,5,5,86.5
289.7611,-259.2315,86.5,5,5,86.5
299.7611,-259.2315,86.5,5,5,86.5
309.7611,-259.2315,14,5,5,14
319.7611,-259.2315,14,5,5,14
329.7611,-259.2315,14,5,5,14
339.7611,-259.2315,14,5,5,14
509.7611,-259.2315,6.5,5,5,6.5
519.7611,-259.2315,6.5,5,5,6.5
599.7611,-259.2315,6.5,5,5,6.5
-10.23886,-249.2315,14.5,5,5,14.5
-0.2388611,-249.2315,14.5,5,5,14.5
9.761139,-249.2315,14.5,5,5,14.5
19.76114,-249.2315,14.5,5,5,14.5
29.76114,-249.2315,12.5,5,5,12.5
39.76114,-249.2315,12.5,5,5,12.5
49.76114,-249.2315,30.5,5,5,30.5
59.76114,-249.2315,30.5,5,5,30.5
69.76114,-249.2315,30.5,5,5,30.5
79.76114,-249.2315,30.5,5,5,30.5
89.76114,-249.2315,30.5,5,5,30.5
129.7611,-249.2315,16,5,5,16
139.7611,-249.2315,16,5,5,16
189.7611,-249.2315,45,5,5,45
199.7611,-249.2315,45,5,5,45
209.7611,-249.2315,45,5,5,45
219.7611,-249.2315,45,5,5,45
259.7611,-249.2315,86.5,5,5,86.5
269.7611,-249.2315,86.5,5,5,86.5
279.7611,-249.2315,86.5,5,5,86.5
289.7611,-249.2315,86.5,5,5,86.5
299.7611,-249.2315,86.5,5,5,86.5
319.7611,-249.2315,14,5,5,14
329.7611,-249.2315,14,5,5,14
339.7611,-249.2315,14,5,5,14
519.7611,-249.2315,6.5,5,5,6.5
549.7611,-249.2315,6.5,5,5,6.5
559.7611,-249.2315,6.5,5,5,6.5
569.7611,-249.2315,6.5,5,5,6.5
579.7611,-249.2315,6.5,5,5,6.5
599.7611,-249.2315,6.5,5,5,6.5
-70.23886,-239.2315,42,5,5,42
-60.23886,-239.2315,42,5,5,42
-50.23886,-239.2315,42,5,5,42
-40.23886,-239.2315,42,5,5,42
-10.23886,-239.2315,14.5,5,5,14.5
-0.2388611,-239.2315,14.5,5,5,14.5
9.761124,-239.2315,14.5,5,5,14.5
19.76114,-239.2315,14.5,5,5,14.5
29.76114,-239.2315,12.5,5,5,12.5
39.76114,-239.2315,12.5,5,5,12.5
49.76114,-239.2315,30.5,5,5,30.5
59.76114,-239.2315,30.5,5,5,30.5
69.76114,-239.2315,30.5,5,5,30.5
79.76113,-239.2315,30.5,5,5,30.5
89.76114,-239.2315,30.5,5,5,30.5
129.7611,-239.2315,16,5,5,16
139.7611,-239.2315,16,5,5,16
149.7611,-239.2315,16,5,5,16
159.7611,-239.2315,16,5,5,16
169.7611,-239.2315,16,5,5,16
189.7611,-239.2315,45,5,5,45
199.7611,-239.2315,45,5,5,45
209.7611,-239.2315,45,5,5,45
219.7611,-239.2315,45,5,5,45
259.7611,-239.2315,86.5,5,5,86.5
269.7611,-239.2315,86.5,5,5,86.5
279.7611,-239.2315,86.5,5,5,86.5
289.7611,-239.2315,86.5,5,5,86.5
299.7611,-239.2315,86.5,5,5,86.5
319.7611,-239.2315,14,5,5,14
329.7611,-239.2315,14,5,5,14
339.7611,-239.2315,14,5,5,14
519.7611,-239.2315,6.5,5,5,6.5
529.7611,-239.2315,6.5,5,5,6.5
-290.2389,-229.2315,84.5,5,5,84.5
-280.2389,-229.2315,84.5,5,5,84.5
-140.2389,-229.2315,27.5,5,5,27.5
-130.2389,-229.2315,27.5,5,5,27.5
-120.2389,-229.2315,27.5,5,5,27.5
-110.2389,-229.2315,27.5,5,5,27.5
-100.2389,-229.2315,10,5,5,10
-90.23886,-229.2315,9.999999,5,5,9.999999
-80.23886,-229.2315,9.999999,5,5,9.999999
-70.23886,-229.2315,42,5,5,42
-60.23886,-229.2315,42,5,5,42
-50.23886,-229.2315,42,5,5,42
-40.23886,-229.2315,42,5,5,42
-0.2388611,-229.2315,14.5,5,5,14.5
9.761139,-229.2315,14.5,5,5,14.5
19.76115,-229.2315,14.5,5,5,14.5
29.76114,-229.2315,12.5,5,5,12.5
39.76115,-229.2315,12.5,5,5,12.5
49.76114,-229.2315,30.5,5,5,30.5
59.76114,-229.2315,30.5,5,5,30.5
69.76113,-229.2315,30.5,5,5,30.5
79.76114,-229.2315,30.5,5,5,30.5
89.76114,-229.2315,30.5,5,5,30.5
129.7611,-229.2315,5.5,5,5,5.5
139.7611,-229.2315,5.5,5,5,5.5
149.7611,-229.2315,5.5,5,5,5.5
159.7611,-229.2315,5.5,5,5,5.5
169.7611,-229.2315,5.5,5,5,5.5
189.7611,-229.2315,45,5,5,45
209.7611,-229.2315,6.5,5,5,6.5
219.7611,-229.2315,6.5,5,5,6.5
229.7611,-229.2315,6.5,5,5,6.5
269.7611,-229.2315,86.5,5,5,86.5
279.7611,-229.2315,86.5,5,5,86.5
289.7611,-229.2315,86.5,5,5,86.5
299.7611,-229.2315,86.5,5,5,86.5
319.7611,-229.2315,14,5,5,14
329.7611,-229.2315,14,5,5,14
339.7611,-229.2315,14,5,5,14
349.7611,-229.2315,14,5,5,14
519.7611,-229.2315,6.5,5,5,6.5
559.7611,-229.2315,1.5,5,5,1.5
-300.2389,-219.2315,84.5,5,5,84.5
-290.2389,-219.2315,84.5,5,5,84.5
-280.2389,-219.2315,84.5,5,5,84.5
-270.2389,-219.2315,84.5,5,5,84.5
-140.2389,-219.2315,27.5,5,5,27.5
-130.2389,-219.2315,27.5,5,5,27.5
-120.2389,-219.2315,27.5,5,5,27.5
-110.2389,-219.2315,27.5,5,5,27.5
-100.2389,-219.2315,10,5,5,10
-90.23885,-219.2315,10,5,5,10
-80.23886,-219.2315,10,5,5,10
-70.23886,-219.2315,42,5,5,42
-60.23885,-219.2315,42,5,5,42
-50.23886,-219.2315,42,5,5,42
-40.23886,-219.2315,42,5,5,42
-0.2388611,-219.2315,14.5,5,5,14.5
9.761139,-219.2315,14.5,5,5,14.5
19.76114,-219.2315,14.5,5,5,14.5
29.76115,-219.2315,12.5,5,5,12.5
39.76114,-219.2315,12.5,5,5,12.5
59.76114,-219.2315,30.5,5,5,30.5
69.76113,-219.2315,30.5,5,5,30.5
79.76114,-219.2315,30.5,5,5,30.5
89.76114,-219.2315,30.5,5,5,30.5
129.7611,-219.2315,5.5,5,5,5.5
139.7611,-219.2315,13,5,5,13
159.7611,-219.2315,13,5,5,13
169.7611,-219.2315,13,5,5,13
189.7611,-219.2315,1.5,5,5,1.5
199.7611,-219.2315,1.5,5,5,1.5
209.7611,-219.2315,5.5,5,5,5.5
219.7611,-219.2315,5.5,5,5,5.5
229.7611,-219.2315,5.5,5,5,5.5
269.7611,-219.2315,86.50001,5,5,86.50001
279.7611,-219.2315,86.5,5,5,86.5
289.7612,-219.2315,86.50001,5,5,86.50001
299.7611,-219.2315,86.50001,5,5,86.50001
329.7611,-219.2315,14,5,5,14
339.7611,-219.2315,14,5,5,14
349.7611,-219.2315,14,5,5,14
439.7611,-219.2315,60.5,5,5,60.5
449.7611,-219.2315,60.5,5,5,60.5
459.7611,-219.2315,60.5,5,5,60.5
469.7611,-219.2315,60.5,5,5,60.5
479.7611,-219.2315,60.5,5,5,60.5
529.7611,-219.2315,6.5,5,5,6.5
559.7611,-219.2315,1.5,5,5,1.5
-310.2389,-209.2315,84.5,5,5,84.5
-300.2389,-209.2315,84.50001,5,5,84.50001
-290.2389,-209.2315,84.5,5,5,84.5
-280.2389,-209.2315,84.5,5,5,84.5
-270.2389,-209.2315,84.5,5,5,84.5
-260.2389,-209.2315,84.5,5,5,84.5
-140.2389,-209.2315,27.5,5,5,27.5
-130.2389,-209.2315,27.5,5,5,27.5
-110.2389,-209.2315,27.5,5,5,27.5
-100.2389,-209.2315,10,5,5,10
-90.23886,-209.2315,10,5,5,10
-80.23886,-209.2315,10,5,5,10
-70.23886,-209.2315,42,5,5,42
-60.23886,-209.2315,42,5,5,42
-50.23887,-209.2315,42,5,5,42
-40.23886,-209.2315,42,5,5,42
-0.2388611,-209.2315,14.5,5,5,14.5
9.761139,-209.2315,14.5,5,5,14.5
19.76114,-209.2315,14.5,5,5,14.5
29.76114,-209.2315,12.5,5,5,12.5
139.7611,-209.2315,13,5,5,13
149.7611,-209.2315,13,5,5,13
159.7611,-209.2315,13,5,5,13
169.7611,-209.2315,13,5,5,13
179.7611,-209.2315,13,5,5,13
189.7611,-209.2315,1.5,5,5,1.5
199.7611,-209.2315,1.5,5,5,1.5
209.7611,-209.2315,1.5,5,5,1.5
219.7611,-209.2315,1.5,5,5,1.5
229.7611,-209.2315,8,5,5,8
239.7611,-209.2315,8,5,5,8
279.7611,-209.2315,86.5,5,5,86.5
289.7611,-209.2315,86.5,5,5,86.5
299.7611,-209.2315,86.5,5,5,86.5
329.7611,-209.2315,14,5,5,14
339.7611,-209.2315,14,5,5,14
349.7611,-209.2315,14,5,5,14
359.7611,-209.2315,14,5,5,14
399.7611,-209.2315,60.5,5,5,60.5
409.7611,-209.2315,60.5,5,5,60.5
419.7611,-209.2315,60.5,5,5,60.5
429.7611,-209.2315,60.5,5,5,60.5
439.7611,-209.2315,60.5,5,5,60.5
449.7611,-209.2315,60.5,5,5,60.5
459.7611,-209.2315,60.5,5,5,60.5
469.7611,-209.2315,60.5,5,5,60.5
479.7611,-209.2315,60.5,5,5,60.5
519.7611,-209.2315,1.5,5,5,1.5
559.7611,-209.2315,1.5,5,5,1.5
599.7611,-209.2315,39,5,5,39
-310.2389,-199.2315,84.5,5,5,84.5
-300.2389,-199.2315,84.5,5,5,84.5
-290.2389,-199.2315,84.5,5,5,84.5
-280.2389,-199.2315,84.5,5,5,84.5
-270.2389,-199.2315,84.49999,5,5,84.49999
-260.2389,-199.2315,84.5,5,5,84.5
-250.2389,-199.2315,84.5,5,5,84.5
-140.2389,-199.2315,27.5,5,5,27.5
-130.2389,-199.2315,1.5,5,5,1.5
-120.2389,-199.2315,1.5,5,5,1.5
-110.2389,-199.2315,1.5,5,5,1.5
-100.2389,-199.2315,10,5,5,10
-90.23886,-199.2315,10,5,5,10
-80.23886,-199.2315,10,5,5,10
-70.23887,-199.2315,10,5,5,10
-60.23887,-199.2315,42,5,5,42
-50.23886,-199.2315,42,5,5,42
-40.23886,-199.2315,42,5,5,42
-0.2388611,-199.2315,14.5,5,5,14.5
99.76114,-199.2315,34.5,5,5,34.5
139.7611,-199.2315,13,5,5,13
149.7611,-199.2315,13,5,5,13
169.7611,-199.2315,5,5,5,5
179.7611,-199.2315,5,5,5,5
199.7611,-199.2315,1.5,5,5,1.5
209.7611,-199.2315,1.5,5,5,1.5
219.7611,-199.2315,1.5,5,5,1.5
229.7611,-199.2315,8,5,5,8
239.7611,-199.2315,8,5,5,8
279.7612,-199.2315,86.5,5,5,86.5
329.7611,-199.2315,14,5,5,14
399.7611,-199.2315,60.5,5,5,60.5
409.7611,-199.2315,60.5,5,5,60.5
419.7611,-199.2315,60.5,5,5,60.5
429.7611,-199.2315,60.5,5,5,60.5
439.7611,-199.2315,60.5,5,5,60.5
449.7611,-199.2315,60.5,5,5,60.5
459.7611,-199.2315,60.5,5,5,60.5
469.7611,-199.2315,60.5,5,5,60.5
479.7611,-199.2315,60.5,5,5,60.5
519.7611,-199.2315,1.5,5,5,1.5
529.7611,-199.2315,1.5,5,5,1.5
559.7611,-199.2315,1.5,5,5,1.5
569.7611,-199.2315,1.5,5,5,1.5
589.7611,-199.2315,39,5,5,39
599.7611,-199.2315,39,5,5,39
-310.2389,-189.2315,84.49999,5,5,84.49999
-300.2389,-189.2315,84.5,5,5,84.5
-290.2389,-189.2315,84.5,5,5,84.5
-280.2389,-189.2315,84.5,5,5,84.5
-270.2389,-189.2315,84.49999,5,5,84.49999
-260.2389,-189.2315,84.5,5,5,84.5
-250.2389,-189.2315,84.5,5,5,84.5
-240.2389,-189.2315,84.5,5,5,84.5
-120.2389,-189.2315,1.5,5,5,1.5
-110.2389,-189.2315,1.5,5,5,1.5
-100.2389,-189.2315,10,5,5,10
-90.23886,-189.2315,10,5,5,10
-80.23886,-189.2315,10,5,5,10
-70.23886,-189.2315,9.999999,5,5,9.999999
-50.23886,-189.2315,42,5,5,42
-40.23886,-189.2315,42,5,5,42
-0.2388763,-189.2315,72.5,5,5,72.5
9.761139,-189.2315,72.5,5,5,72.5
19.76114,-189.2315,72.5,5,5,72.5
29.76114,-189.2315,72.5,5,5,72.5
49.76114,-189.2315,34.5,5,5,34.5
59.76114,-189.2315,34.5,5,5,34.5
69.76114,-189.2315,34.5,5,5,34.5
79.76114,-189.2315,34.5,5,5,34.5
89.76114,-189.2315,34.5,5,5,34.5
99.76114,-189.2315,34.5,5,5,34.5
139.7611,-189.2315,5,5,5,5
149.7611,-189.2315,5,5,5,5
159.7611,-189.2315,5,5,5,5
169.7611,-189.2315,5,5,5,5
179.7611,-189.2315,5,5,5,5
199.7611,-189.2315,1.5,5,5,1.5
209.7611,-189.2315,1.5,5,5,1.5
219.7611,-189.2315,1.5,5,5,1.5
229.7611,-189.2315,8,5,5,8
239.7611,-189.2315,8,5,5,8
399.7611,-189.2315,60.5,5,5,60.5
409.7611,-189.2315,60.5,5,5,60.5
419.7611,-189.2315,60.5,5,5,60.5
429.7611,-189.2315,60.5,5,5,60.5
439.7611,-189.2315,60.5,5,5,60.5
449.7611,-189.2315,60.5,5,5,60.5
459.7611,-189.2315,60.5,5,5,60.5
469.7611,-189.2315,60.5,5,5,60.5
479.7611,-189.2315,60.5,5,5,60.5
589.7611,-189.2315,39,5,5,39
599.7611,-189.2315,39,5,5,39
-310.2388,-179.2315,84.5,5,5,84.5
-300.2389,-179.2315,84.50001,5,5,84.50001
-290.2389,-179.2315,84.5,5,5,84.5
-280.2389,-179.2315,84.5,5,5,84.5
-270.2389,-179.2315,84.5,5,5,84.5
-260.2389,-179.2315,84.5,5,5,84.5
-250.2389,-179.2315,84.5,5,5,84.5
-240.2389,-179.2315,84.5,5,5,84.5
-110.2389,-179.2315,85.5,5,5,85.5
-100.2389,-179.2315,85.5,5,5,85.5
-90.23886,-179.2315,85.5,5,5,85.5
-80.23885,-179.2316,85.49999,5,5,85.49999
-70.23886,-179.2315,85.5,5,5,85.5
-60.23886,-179.2315,42,5,5,42
-50.23886,-179.2315,42,5,5,42
-40.23886,-179.2315,42,5,5,42
-30.23886,-179.2315,42,5,5,42
-0.2388611,-179.2315,72.50001,5,5,72.50001
9.761139,-179.2315,72.5,5,5,72.5
19.76114,-179.2315,72.5,5,5,72.5
29.76114,-179.2315,72.5,5,5,72.5
39.76115,-179.2315,72.5,5,5,72.5
59.76114,-179.2315,34.5,5,5,34.5
69.76114,-179.2315,34.5,5,5,34.5
79.76113,-179.2315,34.5,5,5,34.5
89.76114,-179.2315,34.5,5,5,34.5
99.76114,-179.2315,34.5,5,5,34.5
139.7611,-179.2315,1.5,5,5,1.5
149.7611,-179.2315,1.5,5,5,1.5
159.7611,-179.2315,1.5,5,5,1.5
169.7611,-179.2315,1.5,5,5,1.5
199.7611,-179.2315,1.5,5,5,1.5
209.7611,-179.2315,1.5,5,5,1.5
219.7611,-179.2315,1.5,5,5,1.5
229.7611,-179.2315,8,5,5,8
409.7611,-179.2315,60.5,5,5,60.5
419.7611,-179.2315,60.5,5,5,60.5
429.7611,-179.2315,60.5,5,5,60.5
439.7611,-179.2315,60.5,5,5,60.5
449.7611,-179.2315,60.5,5,5,60.5
459.7611,-179.2315,60.5,5,5,60.5
469.7611,-179.2315,60.5,5,5,60.5
529.7611,-179.2315,6.5,5,5,6.5
539.7611,-179.2315,6.5,5,5,6.5
559.7611,-179.2315,6.5,5,5,6.5
569.7611,-179.2315,6.5,5,5,6.5
589.7611,-179.2315,39,5,5,39
599.7611,-179.2315,39,5,5,39
-300.2389,-169.2315,84.5,5,5,84.5
-290.2389,-169.2315,84.5,5,5,84.5
-280.2389,-169.2315,84.5,5,5,84.5
-270.2389,-169.2315,84.5,5,5,84.5
-260.2389,-169.2315,84.49999,5,5,84.49999
-250.2389,-169.2315,84.5,5,5,84.5
-120.2389,-169.2315,85.5,5,5,85.5
-110.2389,-169.2315,85.5,5,5,85.5
-100.2389,-169.2315,85.5,5,5,85.5
-90.23887,-169.2315,85.5,5,5,85.5
-80.23886,-169.2315,85.5,5,5,85.5
-70.23886,-169.2315,85.5,5,5,85.5
-60.23886,-169.2315,42,5,5,42
-50.23886,-169.2315,42,5,5,42
-40.23885,-169.2315,42,5,5,42
-30.23886,-169.2315,42,5,5,42
-0.2388763,-169.2315,72.5,5,5,72.5
9.761139,-169.2315,72.5,5,5,72.5
19.76115,-169.2315,72.50001,5,5,72.50001
29.76114,-169.2315,72.5,5,5,72.5
39.76115,-169.2315,72.5,5,5,72.5
59.76115,-169.2315,34.5,5,5,34.5
69.76115,-169.2315,34.5,5,5,34.5
79.76114,-169.2315,34.5,5,5,34.5
89.76114,-169.2315,34.5,5,5,34.5
99.76114,-169.2315,34.5,5,5,34.5
139.7611,-169.2315,1.5,5,5,1.5
149.7611,-169.2315,1.5,5,5,1.5
159.7611,-169.2315,1.5,5,5,1.5
529.7611,-169.2315,6.5,5,5,6.5
559.7611,-169.2315,6.5,5,5,6.5
569.7611,-169.2315,6.5,5,5,6.5
-290.2389,-159.2315,84.5,5,5,84.5
-280.2389,-159.2315,84.5,5,5,84.5
-270.2389,-159.2315,84.5,5,5,84.5
-260.2389,-159.2315,84.49999,5,5,84.49999
-210.2389,-159.2315,80,5,5,80
-130.2388,-159.2315,85.5,5,5,85.5
-120.2388,-159.2315,85.5,5,5,85.5
-110.2389,-159.2315,85.5,5,5,85.5
-100.2389,-159.2315,85.5,5,5,85.5
-90.23886,-159.2315,85.5,5,5,85.5
-80.23886,-159.2315,85.5,5,5,85.5
-70.23886,-159.2315,85.5,5,5,85.5
-60.23885,-159.2315,42,5,5,42
-50.23886,-159.2315,42,5,5,42
-40.23886,-159.2315,42,5,5,42
-30.23886,-159.2315,42,5,5,42
-0.2388611,-159.2315,72.5,5,5,72.5
9.761139,-159.2315,72.5,5,5,72.5
19.76114,-159.2315,72.5,5,5,72.5
29.76114,-159.2315,72.5,5,5,72.5
39.76114,-159.2315,72.5,5,5,72.5
59.76114,-159.2315,34.5,5,5,34.5
69.76114,-159.2315,34.5,5,5,34.5
79.76114,-159.2315,34.5,5,5,34.5
89.76114,-159.2315,34.5,5,5,34.5
309.7611,-159.2315,1.5,5,5,1.5
329.7611,-159.2315,65,5,5,65
339.7611,-159.2315,65,5,5,65
349.7611,-159.2315,65,5,5,65
359.7611,-159.2315,65,5,5,65
529.7611,-159.2315,6.5,5,5,6.5
549.7611,-159.2315,6.5,5,5,6.5
-310.2389,-149.2315,11.5,5,5,11.5
-280.2389,-149.2315,84.5,5,5,84.5
-270.2389,-149.2315,84.49999,5,5,84.49999
-220.2389,-149.2315,80,5,5,80
-210.2389,-149.2315,80,5,5,80
-200.2389,-149.2315,80,5,5,80
-120.2389,-149.2315,85.5,5,5,85.5
-110.2389,-149.2315,85.5,5,5,85.5
-100.2389,-149.2315,85.5,5,5,85.5
-90.23886,-149.2315,85.5,5,5,85.5
-80.23886,-149.2315,85.5,5,5,85.5
-70.23886,-149.2315,85.5,5,5,85.5
-60.23886,-149.2315,42,5,5,42
-50.23887,-149.2315,42,5,5,42
-40.23886,-149.2315,42,5,5,42
-30.23886,-149.2315,42,5,5,42
-0.2388611,-149.2315,72.5,5,5,72.5
9.761139,-149.2315,72.5,5,5,72.5
19.76114,-149.2315,72.5,5,5,72.5
29.76114,-149.2315,72.5,5,5,72.5
209.7611,-149.2315,10,5,5,10
219.7611,-149.2315,1.5,5,5,1.5
229.7611,-149.2315,1.5,5,5,1.5
239.7611,-149.2315,1.5,5,5,1.5
249.7611,-149.2315,1.5,5,5,1.5
279.7611,-149.2315,1.5,5,5,1.5
289.7611,-149.2315,1.5,5,5,1.5
299.7611,-149.2315,1.5,5,5,1.5
309.7611,-149.2315,1.5,5,5,1.5
329.7611,-149.2315,65,5,5,65
339.7611,-149.2315,65,5,5,65
349.7611,-149.2315,65,5,5,65
359.7611,-149.2315,65,5,5,65
549.7611,-149.2315,6.5,5,5,6.5
-310.2389,-139.2315,11.5,5,5,11.5
-300.2389,-139.2315,11.5,5,5,11.5
-230.2389,-139.2315,80,5,5,80
-220.2389,-139.2315,80,5,5,80
-210.2389,-139.2315,80,5,5,80
-200.2389,-139.2315,80,5,5,80
-190.2389,-139.2315,80,5,5,80
-110.2389,-139.2315,85.5,5,5,85.5
-100.2389,-139.2315,85.50001,5,5,85.50001
-90.23886,-139.2315,85.5,5,5,85.5
-80.23886,-139.2315,85.5,5,5,85.5
-70.23886,-139.2315,85.5,5,5,85.5
-60.23886,-139.2315,85.5,5,5,85.5
-50.23887,-139.2315,42,5,5,42
-40.23886,-139.2315,42,5,5,42
-30.23886,-139.2315,42,5,5,42
149.7611,-139.2315,1.5,5,5,1.5
159.7611,-139.2315,1.5,5,5,1.5
169.7611,-139.2315,1.5,5,5,1.5
179.7611,-139.2315,11.5,5,5,11.5
189.7611,-139.2315,11.5,5,5,11.5
199.7611,-139.2315,9.999999,5,5,9.999999
209.7611,-139.2315,10,5,5,10
219.7611,-139.2315,1.5,5,5,1.5
229.7611,-139.2315,1.5,5,5,1.5
239.7611,-139.2315,1.5,5,5,1.5
249.7611,-139.2315,1.5,5,5,1.5
279.7611,-139.2315,1.5,5,5,1.5
289.7611,-139.2315,1.5,5,5,1.5
299.7611,-139.2315,1.5,5,5,1.5
309.7611,-139.2315,1.5,5,5,1.5
329.7611,-139.2315,65,5,5,65
339.7611,-139.2315,65.00001,5,5,65.00001
349.7611,-139.2315,65,5,5,65
359.7611,-139.2315,65,5,5,65
369.7611,-139.2315,65,5,5,65
489.7611,-139.2315,1.5,5,5,1.5
-310.2389,-129.2316,14,5,5,14
-300.2389,-129.2315,11.5,5,5,11.5
-290.2389,-129.2316,11.5,5,5,11.5
-240.2389,-129.2315,80,5,5,80
-230.2389,-129.2315,79.99999,5,5,79.99999
-220.2389,-129.2315,80,5,5,80
-210.2389,-129.2315,80,5,5,80
-200.2389,-129.2315,80,5,5,80
-100.2389,-129.2315,85.5,5,5,85.5
-90.23886,-129.2315,85.5,5,5,85.5
-80.23886,-129.2316,85.5,5,5,85.5
79.76114,-129.2315,6,5,5,6
89.76114,-129.2315,6,5,5,6
99.76114,-129.2315,6,5,5,6
149.7611,-129.2315,1.5,5,5,1.5
159.7611,-129.2316,1.5,5,5,1.5
169.7611,-129.2316,1.5,5,5,1.5
179.7611,-129.2315,1.5,5,5,1.5
189.7611,-129.2316,11.5,5,5,11.5
199.7611,-129.2315,10,5,5,10
209.7611,-129.2315,10,5,5,10
219.7611,-129.2315,1.5,5,5,1.5
229.7611,-129.2316,1.5,5,5,1.5
